shared	family	def1	def2	rg1	rg2	delta	se_delta	z	p	error_corr	min_detectable_delta	distance	icd10_jaccard	source_jaccard	log_case_ratio
PTSD	Epilepsy	FE	FE_STRICT	0.2686	0.2854	-0.01679999999999998	0.03191493781592238	-0.5263992709902273	0.5986108221011334	0.9290228794422155	0.08941241802208273	0.33333333333333337	1.0	1.0	0.0922098694432019
PTSD	Epilepsy	FE	FE_MODE	0.2686	0.2141	0.05449999999999999	0.030683373091072497	1.776206280783943	0.07569892342799521	0.923696780345817	0.08596208449379393	0.33333333333333337	1.0	1.0	0.1441380805348285
PTSD	Epilepsy	FE	GE	0.2686	0.1667	0.10190000000000002	0.09430663102177672	1.0805178691673323	0.27991163390196616	0.22315863861024826	0.26420806344064357	0.33333333333333337	0.0	1.0	1.7025940795585168
PTSD	Epilepsy	FE	GE_STRICT	0.2686	0.4254	-0.1568	0.3904368063409372	-0.40160148186203304	0.6879773391100861	0.0952957692893046	1.0938419852520054	0.6666666666666667	0.0	1.0	2.3631423316360336
PTSD	Epilepsy	FE	GE_MODE	0.2686	0.1574	0.1112	0.10228064928702126	1.0872046743460646	0.27694636549626395	0.21454619915186382	0.2865479551415155	0.6666666666666667	0.0	1.0	2.0162516384135585
PTSD	Epilepsy	FE_STRICT	FE_MODE	0.2854	0.2141	0.07129999999999997	0.04181139980050959	1.7052765595073665	0.08814285719195761	0.8750688309616611	0.11713819962971918	0.33333333333333337	1.0	1.0	0.0519282110916264
PTSD	Epilepsy	FE_STRICT	GE	0.2854	0.1667	0.1187	0.11018019428363118	1.0773261090322341	0.28133460202673644	0.041752607126877374	0.3086792036338361	0.6666666666666667	0.0	1.0	1.6103842101153147
PTSD	Epilepsy	FE_STRICT	GE_STRICT	0.2854	0.4254	-0.14	0.3920866691020233	-0.35706391222286415	0.7210439599338545	0.08608851793624243	1.098464216375379	0.6666666666666667	0.0	1.0	2.270932462192832
PTSD	Epilepsy	FE_STRICT	GE_MODE	0.2854	0.1574	0.12799999999999997	0.11399407370039959	1.122865389795709	0.2614946686630202	0.10593795694728315	0.31936411183151975	0.6666666666666667	0.0	1.0	1.9240417689703564
PTSD	Epilepsy	FE_MODE	GE	0.2141	0.1667	0.047400000000000025	0.09661334406668866	0.4906154575012075	0.6236984515705128	0.17932904562846497	0.2706705166096972	0.6666666666666667	0.0	1.0	1.558455999023688
PTSD	Epilepsy	FE_MODE	GE_STRICT	0.2141	0.4254	-0.2113	0.3923721540008749	-0.5385193568031049	0.5902185452337183	0.06988239335614177	1.0992640266479963	0.6666666666666667	0.0	1.0	2.219004251101205
PTSD	Epilepsy	FE_MODE	GE_MODE	0.2141	0.1574	0.0567	0.1044415952882694	0.5428871499281703	0.5872075039613709	0.17658947244793738	0.2926020295157526	0.33333333333333337	0.0	1.0	1.8721135578787296
PTSD	Epilepsy	GE	GE_STRICT	0.1667	0.4254	-0.25870000000000004	0.36499526797970266	-0.7087763121750562	0.47846329972150536	0.4271775983528906	1.0225653474531167	0.33333333333333337	1.0	1.0	0.660548252077517
PTSD	Epilepsy	GE	GE_MODE	0.1667	0.1574	0.009299999999999975	0.04143438016681366	0.2244512880983964	0.8224061663942104	0.8709770188541186	0.11608194699701829	0.33333333333333337	1.0	1.0	0.3136575588550416
PTSD	Epilepsy	GE_STRICT	GE_MODE	0.4254	0.1574	0.268	0.36331417497697877	0.7376535749451056	0.46072499024717517	0.41368255248580904	1.0178556221464121	0.33333333333333337	1.0	1.0	0.3468906932224753
PTSD	Sleep apnoea	G6_SLEEPAPNO	G6_SLEEPAPNO_INCLAVO	0.3378	0.3504	-0.0126	0.0060898841758680045	-2.0690048671088386	0.03854562997608318	0.9772588004400504	0.017061329487131877	0.44444444444444453	1.0	0.6666666666666666	0.0976805772971709
PTSD	Sleep apnoea	G6_SLEEPAPNO	SLEEP	0.3378	0.4012	-0.06340000000000001	0.008219900249005959	-7.712988975464397	1.2290470849451567e-14	0.9590946282515318	0.0230287510319782	0.7581699346405228	0.0588235294117647	0.6666666666666666	0.1345241316552441
PTSD	Sleep apnoea	G6_SLEEPAPNO_INCLAVO	SLEEP	0.3504	0.4012	-0.05080000000000001	0.010884899241602889	-4.667016099316625	3.056053930649321e-06	0.9272701866193661	0.030494972815923713	0.8137254901960784	0.0588235294117647	0.5	0.036843554358073
PTSD	Insomnia	F5_INSOMNIA	KRA_PSY_SLEEP_NONORG_EXMORE	0.4913	0.6161	-0.12479999999999997	0.04997738076395951	-2.49712966330556	0.012520316657791816	0.7219664684970022	0.14001589118831237	0.6333333333333333	0.1	1.0	0.2071965276612578
PTSD	Constipation	K11_CONSTIPATION	K11_OTHFUNC	0.3874	0.594	-0.20659999999999995	0.055305283196828744	-3.735628642651026	0.00018724682564904072	0.3949972579372021	0.15494246388778693	0.7361111111111112	0.125	0.6666666666666666	0.8161211235429875
PTSD	ADHD	F5_ADHD	KRA_PSY_HYPERKIN_EXMORE	0.7935	0.7908	0.0027000000000000357	0.03940216609294222	0.06852415153093992	0.945368395116946	0.9114688573877612	0.11038852608761893	0.6000000000000001	0.2	1.0	0.0620505905283163
ASD	MDD definition (positive control)	MDD_EHR	MDD_Clin	0.3186	0.392	-0.07340000000000002	0.07334417079735693	-1.0007611948166588	0.3169422743424104	0.1977259477077295	0.20547994474062803				
SCZ	MDD definition (positive control)	MDD_EHR	MDD_Clin	0.3684	0.3975	-0.029100000000000015	0.04081724963912692	-0.7129338761743788	0.4758866754139791	0.2669168279272552	0.11435300323300486				
BIP	MDD definition (positive control)	MDD_EHR	MDD_Clin	0.4623	0.4844	-0.02210000000000001	0.045897951728457835	-0.48150296838404394	0.6301590705385565	0.23826905774274942	0.12858702310411005				
PTSD	MDD definition (positive control)	MDD_EHR	MDD_Clin	0.9068	0.7497	0.15710000000000002	0.05235975208845613	3.0003961770979473	0.002696286555660189	0.16147507738124123	0.1466903074750783				
G6_EPLEPSY	MDD definition (positive control)	MDD_EHR	MDD_Clin	0.3505	0.1425	0.208	0.08691088598224071	2.3932560075673663	0.016699584344098236	0.31439975678056187	0.24348825346094716				
FE	MDD definition (positive control)	MDD_EHR	MDD_Clin	0.2917	0.0682	0.22350000000000003	0.13280925020004244	1.6828647075663454	0.09240128506287063	0.3202254950650671	0.3720764321891057				
FE_STRICT	MDD definition (positive control)	MDD_EHR	MDD_Clin	0.3213	0.0412	0.28009999999999996	0.15566089050859475	1.7994243710467168	0.07195157731912116	0.2587062713464987	0.4360972498871803				
FE_MODE	MDD definition (positive control)	MDD_EHR	MDD_Clin	0.2664	0.0465	0.21990000000000004	0.13518631035614015	1.6266439953918914	0.10381272963548706	0.26950786076198224	0.3787359687849943				
GE	MDD definition (positive control)	MDD_EHR	MDD_Clin	0.1393	0.068	0.0713	0.11859115252597213	0.6012252894193342	0.5476899426393366	0.45629246620555153	0.33224321991574396				
GE_STRICT	MDD definition (positive control)	MDD_EHR	MDD_Clin	0.3822	-0.0027	0.38489999999999996	0.4262414328070884	0.9030093519186365	0.3665209315834723	0.2583790779194985	1.194151697499631				
GE_MODE	MDD definition (positive control)	MDD_EHR	MDD_Clin	0.1056	0.0118	0.0938	0.1327145046238266	0.7067803196483454	0.47970300655371334	0.38878512452847264	0.37181099438329784				
G6_SLEEPAPNO	MDD definition (positive control)	MDD_EHR	MDD_Clin	0.3622	0.2759	0.08630000000000004	0.04916908415716916	1.7551679369121818	0.07923058651097606	0.41880031760004527	0.13775137936287765				
G6_SLEEPAPNO_INCLAVO	MDD definition (positive control)	MDD_EHR	MDD_Clin	0.3697	0.2781	0.09159999999999996	0.049188188266469014	1.8622356957685013	0.06256987498355188	0.41466560636800676	0.13780490115309735				
SLEEP	MDD definition (positive control)	MDD_EHR	MDD_Clin	0.4337	0.315	0.11869999999999997	0.05216430631571717	2.2755023191832517	0.022875813714159827	0.43333333353481546	0.14614274948723016				
F5_INSOMNIA	MDD definition (positive control)	MDD_EHR	MDD_Clin	0.5751	0.3841	0.19099999999999995	0.10834524991919768	1.7628830072610011	0.07792022358762368	0.4435986531528616	0.3035384506263795				
KRA_PSY_SLEEP_NONORG_EXMORE	MDD definition (positive control)	MDD_EHR	MDD_Clin	0.7126	0.5625	0.1501	0.09744499909811331	1.5403561125683891	0.12347357297792784	0.40488001563983755	0.2730004690523058				
K11_CONSTIPATION	MDD definition (positive control)	MDD_EHR	MDD_Clin	0.5108	0.3769	0.13390000000000002	0.0680262675173524	1.9683572961848053	0.0490269417365935	0.4315356926858553	0.19058138552001286				
K11_OTHFUNC	MDD definition (positive control)	MDD_EHR	MDD_Clin	0.5901	0.4877	0.10239999999999994	0.0886558731300633	1.1550278214481426	0.24807903360147598	0.4065446119202081	0.24837698366008404				
F5_ADHD	MDD definition (positive control)	MDD_EHR	MDD_Clin	0.7539	0.6105	0.14339999999999997	0.1133921475691241	1.2646378349310567	0.20600118375998056	0.4885871221182643	0.31767776447974244				
KRA_PSY_HYPERKIN_EXMORE	MDD definition (positive control)	MDD_EHR	MDD_Clin	0.7565	0.6363	0.12019999999999997	0.09872708309960267	1.2174977344234301	0.22341489790477953	0.39515894070240626	0.2765923366392575				
KRA_PSY_MENTALRET_EXMORE	MDD definition (positive control)	MDD_EHR	MDD_Clin	0.4962	0.2009	0.2953	0.19402039513886862	1.5220049407106984	0.12800784272348248	0.4797123186657968	0.5435646710334916				
G6_STATUSEPI	MDD definition (positive control)	MDD_EHR	MDD_Clin	0.141	0.3566	-0.21559999999999999	0.34148331899490153	-0.6313631969918243	0.5278030740027146	0.6118703161575905	0.9566946187282716				
G6_SLEEPDISOTH	MDD definition (positive control)	MDD_EHR	MDD_Clin	0.5919	0.2589	0.33299999999999996	0.1622903768898744	2.05187766755859	0.04018155273280591	0.5102522876991648	0.45467032093665466				
F5_SLEEP_NOS	MDD definition (positive control)	MDD_EHR	MDD_Clin	0.6198	0.6181	0.0017000000000000348	0.18731234585858567	0.009075749877605377	0.9927586987051623	0.7684971908284693	0.5247714993274775				
K11_IBS	MDD definition (positive control)	MDD_EHR	MDD_Clin	0.5716	0.4432	0.12840000000000001	0.07963855407515967	1.6122844204180458	0.10690006196195	0.3911843596042778	0.22311419588885764				
K11_FUNCDYSP	MDD definition (positive control)	MDD_EHR	MDD_Clin	0.5483	0.5001	0.04820000000000002	0.10198481663335701	0.47261937209028476	0.6364847590891534	0.3379716547527388	0.28571915475197457				
K11_REFLUX	MDD definition (positive control)	MDD_EHR	MDD_Clin	0.4905	0.3629	0.1276	0.06341642585847759	2.012096996521955	0.04420971323208972	0.3934911242521457	0.17766652127066784				
N14_NEUROMUSCDYSBLADD	MDD definition (positive control)	MDD_EHR	MDD_Clin	0.4414	0.3063	0.1351	0.11126072019623673	1.2142650142989961	0.22464654087228986	0.4502505726083566	0.31170638905837983				
N14_OTHBLADD	MDD definition (positive control)	MDD_EHR	MDD_Clin	0.3619	0.1701	0.1918	0.1768116456257358	1.084770176315143	0.27802345762388225	0.42575934503632024	0.49535289277528993				
KRA_PSY_DEVWIDE_EXMORE	MDD definition (positive control)	MDD_EHR	MDD_Clin	0.4046	0.4486	-0.043999999999999984	0.14876665383002655	-0.2957652058926607	0.7674093964577455	0.48050333609476814	0.4167824583183314				
KRA_PSY_AUTISM_EXMORE	MDD definition (positive control)	MDD_EHR	MDD_Clin	0.2851	0.4805	-0.19539999999999996	0.13584473381168466	-1.4384068820133584	0.15031864110486265	0.507956128632787	0.3805805982053067				
